Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,55388,,,,55388,,734985,,,0
H4,2016,2016,2016,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",8,Weight in kilograms,652444,,,,652444,,10040290,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,5115,,,,5115,,13015,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,186042,,,,186042,,1736975,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,490635,,,,490635,,1094379,,,0
H3,2010,2010,2010,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,2429924,,,,2429924,,39190111,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,111018,,,,111018,,1875570,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,395439,,,,395439,,1373464,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,87097,,,,87097,,1240400,,,0
H3,2011,2011,2011,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, whether/not in shell, frozen",8,Weight in kilograms,1839452,,,,1839452,,35970777,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,1125,,,,1125,,3300,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,290875,,,,290875,,1504020,,,0
H1,1996,1996,1996,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,58957,,,,58957,,314237,,,0
H1,1997,1997,1997,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,221410,,,,221410,,877358,,,0
H1,1997,1997,1997,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,28695,,,,28695,,15549,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,205593,,,,205593,,1137941,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,4375,,,,4375,,29029,,,0
H1,1998,1998,1998,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,10875,,,,10875,,112246,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,22062,,,,22062,,6804,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,155703,,,,155703,,645686,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,110515,,,,110515,,191283,,,0
H1,1999,1999,1999,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,23109,,,,23109,,205296,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,11565,,,,11565,,13470,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,341343,,,,341343,,1223520,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,105665,,,,105665,,79578,,,0
H1,2000,2000,2000,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,599490,,,,599490,,4014669,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,105870,,,,105870,,22996,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,227225,,,,227225,,1613411,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,129533,,,,129533,,77437,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,389,,,,389,,974,,,0
H1,2001,2001,2001,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,724995,,,,724995,,8694348,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,178021,,,,178021,,1040410,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,71011,,,,71011,,36819,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,7200,,,,7200,,59420,,,0
H1,2002,2002,2002,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,675860,,,,675860,,7367401,,,0
H1,2003,2003,2003,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,126486,,,,126486,,736572,,,0
H1,2003,2003,2003,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,113601,,,,113601,,265449,,,0
H1,2003,2003,2003,6,1,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,552904,,,,552904,,7958499,,,0
H1,2004,2004,2004,6,1,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,74298,,,,74298,,84777,,,0
H1,2004,2004,2004,6,1,2,Export,360,Indonesia,IDN,392,Japan,JPN,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,126985,,,,126985,,1136568,,,0
H1,2004,2004,2004,6,1,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,152845,,,,152845,,182867,,,0
H1,2004,2004,2004,6,1,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,030614,"Crabs, frozen",8,Weight in kilograms,10,,,,10,,4,,,0
